Time;Number of bytes transmitted
2019-06-06T22:14:00+02:00;28383232
2019-06-06T22:15:00+02:00;30568448
2019-06-06T22:16:00+02:00;28402688
2019-06-06T22:17:00+02:00;28402688
2019-06-06T22:18:00+02:00;26070016
2019-06-06T22:19:00+02:00;31453184
2019-06-06T22:20:00+02:00;28221440
2019-06-06T22:21:00+02:00;28221440
2019-06-06T22:22:00+02:00;31963136
2019-06-06T22:23:00+02:00;35119104
2019-06-06T22:24:00+02:00;33941504
2019-06-06T22:25:00+02:00;36542464
2019-06-06T22:26:00+02:00;36542464
2019-06-06T22:27:00+02:00;35135488
2019-06-06T22:28:00+02:00;31816704
2019-06-06T22:29:00+02:00;33941504
2019-06-06T22:30:00+02:00;33941504
2019-06-06T22:31:00+02:00;33048576
2019-06-06T22:32:00+02:00;30425088
2019-06-06T22:33:00+02:00;31449088
2019-06-06T22:34:00+02:00;31449088
2019-06-06T22:35:00+02:00;34707456
2019-06-06T22:36:00+02:00;34324480
2019-06-06T22:37:00+02:00;37439488
2019-06-06T22:38:00+02:00;33079296
2019-06-06T22:39:00+02:00;33079296
2019-06-06T22:40:00+02:00;33782784
2019-06-06T22:41:00+02:00;32377856
2019-06-06T22:42:00+02:00;35920896
2019-06-06T22:43:00+02:00;35920896
2019-06-06T22:44:00+02:00;30840832
2019-06-06T22:45:00+02:00;21896192
2019-06-06T22:46:00+02:00;28166144
2019-06-06T22:47:00+02:00;24911872
2019-06-06T22:48:00+02:00;24911872
2019-06-06T22:49:00+02:00;23810048
2019-06-06T22:50:00+02:00;27624448
2019-06-06T22:51:00+02:00;36768768
2019-06-06T22:52:00+02:00;36768768
2019-06-06T22:53:00+02:00;32593920
2019-06-06T22:54:00+02:00;35463168
2019-06-06T22:55:00+02:00;34680832
2019-06-06T22:56:00+02:00;34680832
2019-06-06T22:57:00+02:00;24966144
2019-06-06T22:58:00+02:00;30943232
2019-06-06T22:59:00+02:00;34229248
2019-06-06T23:00:00+02:00;36129792
2019-06-06T23:01:00+02:00;36129792
2019-06-06T23:02:00+02:00;36272128
2019-06-06T23:03:00+02:00;30619648
2019-06-06T23:04:00+02:00;32858112
2019-06-06T23:05:00+02:00;32858112
2019-06-06T23:06:00+02:00;31843328
2019-06-06T23:07:00+02:00;29729792
2019-06-06T23:08:00+02:00;33355776
2019-06-06T23:09:00+02:00;28497920
2019-06-06T23:10:00+02:00;28497920
2019-06-06T23:11:00+02:00;29666304
2019-06-06T23:12:00+02:00;27646976
2019-06-06T23:13:00+02:00;26376192
2019-06-06T23:14:00+02:00;24742912
2019-06-06T23:15:00+02:00;24742912
2019-06-06T23:16:00+02:00;21311488
2019-06-06T23:17:00+02:00;23306240
2019-06-06T23:18:00+02:00;23098368
2019-06-06T23:19:00+02:00;23098368
2019-06-06T23:20:00+02:00;23233536
2019-06-06T23:21:00+02:00;24599552
2019-06-06T23:22:00+02:00;21834752
2019-06-06T23:23:00+02:00;21655552
2019-06-06T23:24:00+02:00;21655552
2019-06-06T23:25:00+02:00;17709056
2019-06-06T23:26:00+02:00;21472256
2019-06-06T23:27:00+02:00;25191424
2019-06-06T23:28:00+02:00;25191424
2019-06-06T23:29:00+02:00;26014720
2019-06-06T23:30:00+02:00;27269120
2019-06-06T23:31:00+02:00;25195520
2019-06-06T23:32:00+02:00;27673600
2019-06-06T23:33:00+02:00;27673600
2019-06-06T23:34:00+02:00;22946816
2019-06-06T23:35:00+02:00;17376256
2019-06-06T23:36:00+02:00;21562368
2019-06-06T23:37:00+02:00;21562368
2019-06-06T23:38:00+02:00;38767616
2019-06-06T23:39:00+02:00;21963776
2019-06-06T23:40:00+02:00;25632768
2019-06-06T23:41:00+02:00;26234880
2019-06-06T23:42:00+02:00;26234880
2019-06-06T23:43:00+02:00;27027456
2019-06-06T23:44:00+02:00;28166144
2019-06-06T23:45:00+02:00;29030400
2019-06-06T23:46:00+02:00;29030400
2019-06-06T23:47:00+02:00;27636736
2019-06-06T23:48:00+02:00;22117376
2019-06-06T23:49:00+02:00;27513856
2019-06-06T23:50:00+02:00;18612224
2019-06-06T23:51:00+02:00;18612224
2019-06-06T23:52:00+02:00;22496256
2019-06-06T23:53:00+02:00;22179840
2019-06-06T23:54:00+02:00;25277440
2019-06-06T23:55:00+02:00;25277440
2019-06-06T23:56:00+02:00;21109760
2019-06-06T23:57:00+02:00;20301824
2019-06-06T23:58:00+02:00;null
2019-06-06T23:59:00+02:00;23230464
