Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-01-10T07:00:00+01:00;10668850000;2,43E+11;1502190;5093444;15;4
2019-01-10T08:00:00+01:00;10669733333;2,36E+11;2550118;11537612;15;5
2019-01-10T09:00:00+01:00;10842700000;2,35E+11;3992849;9376221;20;10
2019-01-10T10:00:00+01:00;11433216666;2,35E+11;3230896;8915862;19;6
2019-01-10T11:00:00+01:00;11497600000;2,35E+11;2852742;4115855;17;9
2019-01-10T12:00:00+01:00;11752133333;2,35E+11;2133162;4138171;17;6
2019-01-10T13:00:00+01:00;11071600000;2,35E+11;2109815;7473169;17;16
2019-01-10T14:00:00+01:00;10515566666;2,35E+11;2678903;5242931;16;6
2019-01-10T15:00:00+01:00;11263150000;2,36E+11;2973337;5618483;14;7
2019-01-10T16:00:00+01:00;11139600000;2,35E+11;2989363;4096938;21;22
2019-01-10T17:00:00+01:00;10698783333;2,33E+11;3558826;5852740;12;9
2019-01-10T18:00:00+01:00;10201333333;2,33E+11;2344550;2763622;15;4
2019-01-10T19:00:00+01:00;10800033333;2,33E+11;2523665;3436066;12;5
2019-01-10T20:00:00+01:00;9320216666;2,33E+11;1771349;4030685;9;3
2019-01-10T21:00:00+01:00;10158066666;2,33E+11;2059895;2847214;14;4
2019-01-10T22:00:00+01:00;10480900000;2,33E+11;3657386;3587942;11;6
2019-01-10T23:00:00+01:00;9429683333;2,33E+11;1649789;1662185;12;0
2019-01-11T00:00:00+01:00;8291850000;2,35E+11;1225847;1137544;12;12
2019-01-11T01:00:00+01:00;9321800000;2,33E+11;1600921;25509649;13;6
2019-01-11T02:00:00+01:00;7518266666;2,39E+11;6251997;12309128;11;24
2019-01-11T03:00:00+01:00;8706916666;2,39E+11;1266551;14281898;16;17
2019-01-11T04:00:00+01:00;8322000000;2,33E+11;1217416;1897642;11;29
2019-01-11T05:00:00+01:00;7596916666;2,33E+11;904379;1251515;7;3
2019-01-11T06:00:00+01:00;7772850000;2,33E+11;1080524;2301525;11;8
2019-01-11T07:00:00+01:00;11789700000;2,33E+11;1355229;1261209;14;3
2019-01-11T08:00:00+01:00;9877733333;2,33E+11;2049280;3856878;14;6
2019-01-11T09:00:00+01:00;10042066666;2,33E+11;2482939;4839424;14;7
2019-01-11T10:00:00+01:00;12907266666;2,31E+11;2254119;3096263;18;10
2019-01-11T11:00:00+01:00;10625916666;2,29E+11;2913713;5102106;12;10
2019-01-11T12:00:00+01:00;10275500000;2,28E+11;2022485;3907686;12;6
2019-01-11T13:00:00+01:00;11790866666;2,28E+11;2287598;3594569;12;3
2019-01-11T14:00:00+01:00;10317933333;2,29E+11;4581222;8468633;14;5
2019-01-11T15:00:00+01:00;9696250000;2,31E+11;3599667;4375654;14;6
2019-01-11T16:00:00+01:00;10552483333;2,33E+11;4797713;4101563;11;6
2019-01-11T17:00:00+01:00;9574966666;2,33E+11;2958301;2163404;10;4
2019-01-11T18:00:00+01:00;10413483333;2,33E+11;1906551;1505143;13;4
2019-01-11T19:00:00+01:00;10809016666;2,34E+11;12020787;17744349;11;5
2019-01-11T20:00:00+01:00;8478933333;2,33E+11;1539654;3721357;8;15
2019-01-11T21:00:00+01:00;9655416666;2,34E+11;7678515;11272038;10;5
2019-01-11T22:00:00+01:00;9700250000;2,33E+11;1870362;3616663;9;4
2019-01-11T23:00:00+01:00;8605850000;2,33E+11;1382903;867848;8;6
2019-01-12T00:00:00+01:00;9526416666;2,34E+11;6178235;8764893;11;8
2019-01-12T01:00:00+01:00;9773883333;2,33E+11;1554585;26047402;11;11
2019-01-12T02:00:00+01:00;9013983333;2,35E+11;4021230;16497902;12;18
2019-01-12T03:00:00+01:00;9352733333;2,33E+11;2404471;9178658;10;9
2019-01-12T04:00:00+01:00;8153883333;2,33E+11;1264798;748861;13;19
2019-01-12T05:00:00+01:00;7879600000;2,33E+11;1167602;818210;7;2
2019-01-12T06:00:00+01:00;8447666666;2,39E+11;1065636;799310;12;16
2019-01-12T07:00:00+01:00;8379100000;2,41E+11;1185587;636996;11;0
2019-01-12T08:00:00+01:00;8881016666;2,38E+11;1260407;2543308;10;2
2019-01-12T09:00:00+01:00;9809616666;2,38E+11;2017655;1023914;11;2
2019-01-12T10:00:00+01:00;10026166666;2,39E+11;1387741;1674973;11;0
2019-01-12T11:00:00+01:00;9425750000;2,39E+11;1804663;1355093;8;3
2019-01-12T12:00:00+01:00;9563033333;2,39E+11;1504573;1876903;8;11
2019-01-12T13:00:00+01:00;10367950000;2,40E+11;10835343;9082810;8;3
2019-01-12T14:00:00+01:00;10479066666;2,39E+11;1463244;1128704;11;2
2019-01-12T15:00:00+01:00;10973200000;2,39E+11;1683558;1090645;10;8
2019-01-12T16:00:00+01:00;11089083333;2,39E+11;1734331;1497378;8;5
2019-01-12T17:00:00+01:00;10531650000;2,39E+11;1719637;8408934;11;8
2019-01-12T18:00:00+01:00;10735283333;2,39E+11;1586450;1159771;14;1
2019-01-12T19:00:00+01:00;11365383333;2,38E+11;1821593;1161147;5;0
2019-01-12T20:00:00+01:00;10466916666;2,38E+11;1641472;4662341;7;29
2019-01-12T21:00:00+01:00;10514350000;2,38E+11;1518677;4021452;7;1
2019-01-12T22:00:00+01:00;10498433333;2,39E+11;1350797;933905;7;3
2019-01-12T23:00:00+01:00;10701116666;2,39E+11;1356817;617113;8;1
2019-01-13T00:00:00+01:00;10390366666;2,37E+11;1329561;821418;10;13
2019-01-13T01:00:00+01:00;10224966666;2,35E+11;1742165;20561834;16;11
2019-01-13T02:00:00+01:00;8698050000;2,43E+11;3203737;907076;11;14
2019-01-13T03:00:00+01:00;8885166666;2,42E+11;1080115;1404723;9;24
2019-01-13T04:00:00+01:00;7559283333;2,40E+11;1000482;507591;13;35
2019-01-13T05:00:00+01:00;7343633333;2,41E+11;905710;740266;7;2
2019-01-13T06:00:00+01:00;7577766666;2,41E+11;951193;505702;8;7
2019-01-13T07:00:00+01:00;7530083333;2,41E+11;924876;864085;15;4
2019-01-13T08:00:00+01:00;8695566666;2,41E+11;980923;772215;6;0
2019-01-13T09:00:00+01:00;11503400000;2,41E+11;2514824;2091912;9;0
2019-01-13T10:00:00+01:00;12196650000;2,41E+11;1628586;2394726;9;4
2019-01-13T11:00:00+01:00;12273633333;2,33E+11;1868936;5906653;14;22
2019-01-13T12:00:00+01:00;12185533333;2,40E+11;3699490;2264166;10;10
2019-01-13T13:00:00+01:00;11601000000;2,45E+11;1669410;1160004;11;0
2019-01-13T14:00:00+01:00;10977700000;2,45E+11;1838165;8094600;11;4
2019-01-13T15:00:00+01:00;11546716666;2,44E+11;1940138;3472759;12;5
2019-01-13T16:00:00+01:00;12177633333;2,31E+11;1827961;2370594;11;12
2019-01-13T17:00:00+01:00;12316733333;2,38E+11;3865224;1883170;15;17
2019-01-13T18:00:00+01:00;11016150000;2,39E+11;2192418;1999598;20;19
2019-01-13T19:00:00+01:00;11126450000;2,40E+11;5848428;4180801;14;18
2019-01-13T20:00:00+01:00;10352233333;2,39E+11;1871360;6099268;14;30
2019-01-13T21:00:00+01:00;10515766666;2,39E+11;1992345;1729843;13;21
2019-01-13T22:00:00+01:00;11457383333;2,39E+11;2146372;1877230;14;35
2019-01-13T23:00:00+01:00;11042733333;2,39E+11;1581576;970491;16;15
2019-01-14T00:00:00+01:00;8809150000;2,40E+11;4980377;3095125;12;16
2019-01-14T01:00:00+01:00;9332650000;2,42E+11;5947886;25432456;27;52
2019-01-14T02:00:00+01:00;9044066666;2,47E+11;7719697;19776290;25;62
2019-01-14T03:00:00+01:00;8670783333;2,44E+11;6870987;4737735;16;27
2019-01-14T04:00:00+01:00;8296500000;2,46E+11;2035575;5587148;13;41
2019-01-14T05:00:00+01:00;7658550000;2,39E+11;1769011;1544345;15;11
2019-01-14T06:00:00+01:00;8627550000;2,41E+11;2216038;1922781;20;63
2019-01-14T07:00:00+01:00;12144083333;2,39E+11;4355652;6534912;24;17
2019-01-14T08:00:00+01:00;12800616666;2,33E+11;2402904;5324923;18;5
2019-01-14T09:00:00+01:00;12579350000;2,41E+11;8994474;9043251;21;5
2019-01-14T10:00:00+01:00;12244316666;2,41E+11;10142464;19635626;14;7
2019-01-14T11:00:00+01:00;11390966666;2,33E+11;3126067;4146449;16;9
2019-01-14T12:00:00+01:00;12666733333;2,37E+11;16300083;19532509;16;3
2019-01-14T13:00:00+01:00;13121083333;2,36E+11;21090321;22717678;18;7
2019-01-14T14:00:00+01:00;11685566666;2,36E+11;9927748;19576814;16;8
2019-01-14T15:00:00+01:00;10591033333;2,36E+11;4673723;5243528;17;9
2019-01-14T16:00:00+01:00;11841833333;2,40E+11;7515033;18108859;17;41
2019-01-14T17:00:00+01:00;10291483333;2,39E+11;9674905;7269683;13;8
2019-01-14T18:00:00+01:00;11424933333;2,41E+11;13673728;30484548;14;5
2019-01-14T19:00:00+01:00;11951383333;2,38E+11;1991202;16529100;10;8
2019-01-14T20:00:00+01:00;11480750000;2,38E+11;4995970;31012684;12;10
2019-01-14T21:00:00+01:00;11188333333;2,38E+11;2898858;29800055;11;23
2019-01-14T22:00:00+01:00;13256783333;2,38E+11;2929800;14311662;13;6
2019-01-14T23:00:00+01:00;11699783333;2,33E+11;5842585;19472093;11;4
2019-01-15T00:00:00+01:00;12097866666;2,33E+11;11154653;21698048;11;7
