Time;Average number of bytes written to the disk Hard disk 1
2019-03-30T01:00:00+01:00;7509
2019-03-30T02:00:00+01:00;4778
2019-03-30T03:00:00+01:00;3259
2019-03-30T04:00:00+01:00;3413
2019-03-30T05:00:00+01:00;3942
2019-03-30T06:00:00+01:00;184490
2019-03-30T07:00:00+01:00;3840
2019-03-30T08:00:00+01:00;2935
2019-03-30T09:00:00+01:00;2918
2019-03-30T10:00:00+01:00;3601
2019-03-30T11:00:00+01:00;4181
2019-03-30T12:00:00+01:00;2901
2019-03-30T13:00:00+01:00;1962
2019-03-30T14:00:00+01:00;3037
2019-03-30T15:00:00+01:00;2833
2019-03-30T16:00:00+01:00;2457
2019-03-30T17:00:00+01:00;3584
2019-03-30T18:00:00+01:00;3566
2019-03-30T19:00:00+01:00;3805
2019-03-30T20:00:00+01:00;3464
2019-03-30T21:00:00+01:00;3686
2019-03-30T22:00:00+01:00;3276
2019-03-30T23:00:00+01:00;2781
2019-03-31T00:00:00+01:00;3464
2019-03-31T01:00:00+01:00;3788
2019-03-31T03:00:00+02:00;2867
2019-03-31T04:00:00+02:00;2952
2019-03-31T05:00:00+02:00;3310
2019-03-31T06:00:00+02:00;13004
2019-03-31T07:00:00+02:00;3037
2019-03-31T08:00:00+02:00;2850
2019-03-31T09:00:00+02:00;3123
2019-03-31T10:00:00+02:00;4215
2019-03-31T11:00:00+02:00;4266
2019-03-31T12:00:00+02:00;1962
2019-03-31T13:00:00+02:00;2696
2019-03-31T14:00:00+02:00;2952
2019-03-31T15:00:00+02:00;3566
2019-03-31T16:00:00+02:00;3993
2019-03-31T17:00:00+02:00;3532
2019-03-31T18:00:00+02:00;5888
2019-03-31T19:00:00+02:00;2201
2019-03-31T20:00:00+02:00;3396
2019-03-31T21:00:00+02:00;3106
2019-03-31T22:00:00+02:00;2935
2019-03-31T23:00:00+02:00;2645
2019-04-01T00:00:00+02:00;4266
