 ;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;Overall status;RLATE;WLATE
2019-07-28T09:00:00+02:00;195400000;12440218282;68147;14097;1;0;0
2019-07-28T10:00:00+02:00;235850000;12423703210;67925;11724;1;0;0
2019-07-28T11:00:00+02:00;206416666;12411312537;69444;16827;1;0;0
2019-07-28T12:00:00+02:00;186600000;12413986406;67788;9864;1;0;0
2019-07-28T13:00:00+02:00;182200000;12421221580;72328;17851;1;0;0
2019-07-28T14:00:00+02:00;204466666;12434049160;71168;23654;1;0;0
2019-07-28T15:00:00+02:00;258250000;12433227776;72345;14216;1;0;0
2019-07-28T16:00:00+02:00;200483333;12411382442;70673;19968;1;0;0
2019-07-28T17:00:00+02:00;160283333;12412902877;68966;20121;1;0;0
2019-07-28T18:00:00+02:00;184266666;12419421525;72482;17971;1;0;0
2019-07-28T19:00:00+02:00;236733333;12430641288;71338;16810;1;0;0
2019-07-28T20:00:00+02:00;209450000;12441616384;69785;72123;1;0;0
2019-07-28T21:00:00+02:00;220700000;12413357260;73523;20428;1;0;0
2019-07-28T22:00:00+02:00;165450000;12415244697;72055;18380;1;0;0
2019-07-28T23:00:00+02:00;209700000;12419928337;70536;9164;1;0;0
2019-07-29T00:00:00+02:00;259166666;12429994666;69478;13397;1;0;0
2019-07-29T01:00:00+02:00;189883333;12447156360;69154;26572;1;0;0
2019-07-29T02:00:00+02:00;201983333;12424000307;65723;13704;1;0;0
2019-07-29T03:00:00+02:00;220816666;12423231351;67020;10820;1;0;0
2019-07-29T04:00:00+02:00;193900000;12425450837;67242;23961;1;0;0
2019-07-29T05:00:00+02:00;185450000;12433804492;67413;16793;1;0;0
2019-07-29T06:00:00+02:00;202816666;12448519509;69922;39509;1;0;0
2019-07-29T07:00:00+02:00;227350000;12438575513;70058;21469;1;0;0
2019-07-29T08:00:00+02:00;214166666;12421745868;69973;3934;1;0;0
2019-07-29T09:00:00+02:00;165600000;12424210022;71901;4232;1;0;0
2019-07-29T10:00:00+02:00;184766666;12430885956;75946;4198;1;0;0
2019-07-29T11:00:00+02:00;199650000;12443451392;76629;4164;1;0;0
2019-07-29T12:00:00+02:00;241866666;12450721518;73574;6963;1;0;0
2019-07-29T13:00:00+02:00;202000000;12423860497;74240;4300;1;0;0
2019-07-29T14:00:00+02:00;177833333;12425468313;79923;13158;1;0;0
2019-07-29T15:00:00+02:00;218400000;12430256810;74939;21111;1;0;0
2019-07-29T16:00:00+02:00;232066666;12441651336;72994;12544;1;0;0
2019-07-29T17:00:00+02:00;222366666;12458655744;86801;20275;1;0;0
2019-07-29T18:00:00+02:00;203133333;12424472166;74752;23364;1;0;0
2019-07-29T19:00:00+02:00;209233333;12424961501;75827;33809;1;0;0
2019-07-29T20:00:00+02:00;241950000;12429417949;74683;23961;1;0;0
2019-07-29T21:00:00+02:00;225750000;12437981320;89617;42905;1;0;0
2019-07-29T22:00:00+02:00;222633333;12479767074;247603;191761;1;0;0
2019-07-29T23:00:00+02:00;261966666;12476499012;579891;522069;1;0;0
2019-07-30T00:00:00+02:00;256983333;12466257920;208844;170359;1;0;0
2019-07-30T01:00:00+02:00;241400000;12469263837;70502;13806;1;0;0
2019-07-30T02:00:00+02:00;245783333;12469962888;69102;11434;1;0;0
2019-07-30T03:00:00+02:00;234800000;12474891195;69155;7150;1;0;0
2019-07-30T04:00:00+02:00;215566666;12474297002;69410;18158;1;0;0
2019-07-30T05:00:00+02:00;225500000;12460420846;69529;24917;1;0;0
2019-07-30T06:00:00+02:00;225783333;12442053290;71833;28859;1;0;0
2019-07-30T07:00:00+02:00;229850000;12432633582;70741;34850;1;0;0
2019-07-30T08:00:00+02:00;253883333;12435115212;71731;10154;1;0;0
2019-07-30T09:00:00+02:00;229633333;12442664960;78984;26743;1;0;0
2019-07-30T10:00:00+02:00;219116666;12456348876;87637;26521;1;0;0
2019-07-30T11:00:00+02:00;218916666;12452224477;82500;7372;1;0;0
2019-07-30T12:00:00+02:00;291416666;12434171494;80725;13943;1;0;0
2019-07-30T13:00:00+02:00;241133333;12438785228;78028;21486;1;0;0
2019-07-30T14:00:00+02:00;210733333;12445740782;80366;29388;1;0;0
2019-07-30T15:00:00+02:00;214866666;12458882935;82466;30173;1;0;0
2019-07-30T16:00:00+02:00;223900000;12467236590;81698;28791;1;0;0
2019-07-30T17:00:00+02:00;275483333;12438645418;94054;32648;1;0;0
2019-07-30T18:00:00+02:00;218300000;12438802705;72874;40925;1;0;0
2019-07-30T19:00:00+02:00;210483333;12444517444;70809;20906;1;0;0
2019-07-30T20:00:00+02:00;238650000;12448047650;73779;36556;1;0;0
2019-07-30T21:00:00+02:00;216916666;12438802705;75127;18380;1;0;0
2019-07-30T22:00:00+02:00;185416666;12441022190;70382;16708;1;0;0
2019-07-30T23:00:00+02:00;224783333;12447453457;72362;20309;1;0;0
2019-07-31T00:00:00+02:00;264600000;12461714090;178653;131345;1;0;0
2019-07-31T01:00:00+02:00;193916666;12460455799;63982;26385;1;0;0
2019-07-31T02:00:00+02:00;204566666;12437928891;63846;29934;1;0;0
2019-07-31T03:00:00+02:00;215250000;12439239611;64699;7645;1;0;0
2019-07-31T04:00:00+02:00;216216666;12445810688;64529;25002;1;0;0
2019-07-31T05:00:00+02:00;209466666;12458603315;66491;28706;1;0;0
2019-07-31T06:00:00+02:00;195366666;12469368695;69734;31658;1;0;0
2019-07-31T07:00:00+02:00;197333333;12439536708;76219;36352;1;0;0
2019-07-31T08:00:00+02:00;266183333;12439903709;72789;31488;1;0;0
2019-07-31T09:00:00+02:00;198100000;12444447539;76609;31691;1;0;0
2019-07-31T10:00:00+02:00;190616666;12455038156;77636;4369;1;0;0
2019-07-31T11:00:00+02:00;173833333;12472199850;81476;6314;1;0;0
2019-07-31T12:00:00+02:00;227283333;12445496115;87227;11076;1;0;0
2019-07-31T13:00:00+02:00;221166666;12441861051;77346;16486;1;0;0
2019-07-31T14:00:00+02:00;190083333;12445164066;78745;13687;1;0;0
2019-07-31T15:00:00+02:00;190750000;12454146867;79207;4365;1;0;0
2019-07-31T16:00:00+02:00;185183333;12467690973;89309;16042;1;0;0
2019-07-31T17:00:00+02:00;217016666;12457327547;77414;9813;1;0;0
2019-07-31T18:00:00+02:00;217150000;12441878528;202035;141585;1;0;0
2019-07-31T19:00:00+02:00;227383333;12445478638;75178;14301;1;0;0
2019-07-31T20:00:00+02:00;196583333;12452626432;70382;8806;1;0;0
2019-07-31T21:00:00+02:00;215550000;12466345301;131157;67413;1;0;0
2019-07-31T22:00:00+02:00;202300000;12470504652;402380;342442;1;0;0
2019-07-31T23:00:00+02:00;202850000;12445041732;74069;5393;1;0;0
2019-08-01T00:00:00+02:00;245300000;12446177689;71714;12834;1;0;0
